Customer ID,Recency,Frequency,Monetary,Profit,Quantity,Cluster
CA-12775,121,7,3041.5660000000003,204.4895,72,0
CB-12025,48,10,6076.139,150.20889999999943,122,0
CB-12415,27,8,1949.2,272.3883,44,0
CB-12535,198,8,4246.4555,1049.5600999999997,74,0
CC-12100,458,6,1770.9450000000002,208.59119999999987,46,0
CC-12145,107,7,2471.65,392.28249999999974,31,0
CC-12220,21,12,3913.4179999999997,393.9618,81,0
CC-12370,44,5,12129.072,2177.049299999999,34,0
CC-12430,1,10,2870.05,424.65829999999977,63,0
CC-12475,40,9,1659.438,154.85099999999989,40,0
CC-12550,28,3,113.832,33.87060000000001,14,1
CC-12610,35,7,2540.631,331.43399999999986,39,0
CC-12670,30,7,2269.7015,187.83989999999986,47,0
CC-12685,800,4,2854.1150000000002,850.1591000000001,51,1
CD-11920,41,5,2033.968,426.66100000000006,35,0
CD-11980,55,3,639.7660000000001,-206.71720000000013,22,1
CD-12280,43,2,1205.584,233.0274,39,1
CD-12790,400,5,1860.732,403.8421999999999,49,0
CG-12040,50,6,904.4680000000001,86.51059999999997,37,0
CG-12520,339,3,1148.78,169.93439999999998,14,1
CH-12070,692,3,1537.236,195.15109999999981,13,1
CJ-11875,366,1,16.520000000000003,1.6519999999999992,5,1
CJ-12010,190,8,11164.974,858.7413999999995,83,0
CK-12205,40,13,3154.855,141.2831,122,0
CK-12325,121,5,2945.321,261.2208999999999,46,0
CK-12595,44,11,2372.75,497.7098,108,0
CK-12760,83,9,1582.1090000000002,-338.4311000000002,64,0
CL-11890,107,4,1262.0140000000001,328.08470000000005,24,1
CL-12565,285,12,10880.546,1933.7830999999994,106,0
CL-12700,106,5,2353.586,229.00989999999982,34,0
CM-11815,132,6,1673.8880000000001,214.46299999999994,38,0
CM-11935,709,2,565.392,-43.73239999999997,18,1
CM-12115,9,4,1661.6100000000001,409.0679,35,0
CM-12160,27,6,2533.314,-394.36860000000024,23,0
CM-12190,9,6,1475.144,91.20330000000001,21,0
CM-12235,386,5,2305.712,365.0387,28,1
CM-12385,38,4,8954.019999999999,3899.8903999999998,34,0
CM-12445,437,3,287.99,64.4296,32,1
CM-12655,28,6,6339.5576,1572.4585000000002,42,0
CM-12715,1036,4,3984.4524,176.31079999999972,57,0
CP-12085,83,8,5402.253999999999,427.02580000000006,57,0
CP-12340,161,8,5888.275,-1850.3029000000001,59,0
CR-12580,58,4,2148.8519999999994,74.40130000000002,32,0
CR-12625,471,3,475.9000000000001,144.75939999999997,14,1
CR-12730,79,4,1600.55,306.9176,18,1
CR-12820,86,3,1397.8724,83.27029999999996,26,1
CS-11845,92,5,1278.954,185.37759999999986,22,1
CS-11860,163,6,537.632,105.82749999999999,16,1
CS-11950,26,11,3036.547,-126.42230000000013,68,0
CS-12130,490,4,884.6400000000001,143.8339,28,1
CS-12175,233,5,844.4580000000001,113.14049999999996,30,1
CS-12250,27,12,2754.216,738.3625999999999,97,0
CS-12355,7,11,3202.162,831.9431999999999,74,0
CS-12400,3,9,3651.8585000000003,-342.80330000000015,47,0
CS-12460,28,2,550.644,156.2593,13,1
CS-12490,425,4,1077.2285000000002,-302.8761000000001,33,1
CS-12505,59,6,5690.055,-6626.389500000001,40,1
CT-11995,97,8,3241.898,161.2262999999998,60,0
CV-12295,255,5,2830.6279999999997,493.0861,54,0
CV-12805,6,9,2370.3136,98.99749999999979,62,0
CW-11905,23,6,1136.592,370.8298,40,0
CY-12745,61,8,2900.0260000000003,60.64669999999981,43,0
Co-12640,550,5,1300.076,205.62820000000002,30,1
DA-13450,353,4,156.76,56.79039999999999,27,1
DB-12910,22,8,2171.599,431.3747999999999,47,0
DB-12970,242,5,2839.2272,213.0028999999998,43,0
DB-13060,17,7,4531.646000000001,473.02720000000005,48,0
DB-13120,49,7,2973.094,-1421.7692000000002,59,0
DB-13210,10,10,2332.5769999999998,169.9679,75,0
DB-13270,54,8,4655.897,841.8263999999999,52,0
DB-13360,265,5,1081.466,291.00849999999997,28,1
DB-13405,188,4,1711.692,438.90919999999994,62,0
DB-13555,108,7,3908.8028,109.32699999999997,61,0
DB-13615,34,7,1989.05,438.8012,41,0
DB-13660,13,7,1155.202,177.67350000000002,33,0
DC-12850,38,9,3336.1680000000006,-1441.6312999999998,64,0
DC-13285,24,5,1174.618,132.06820000000002,37,0
DD-13570,42,6,269.54200000000003,36.4344,33,1
DE-13255,720,5,2550.874,464.4714000000001,38,1
DF-13135,701,3,2390.534,-259.30969999999996,23,1
DG-13300,33,5,3195.818,562.7761,39,0
DH-13075,278,6,4932.872,1193.7404,81,0
DH-13675,777,4,1043.096,116.667,41,1
DJ-13420,638,4,2012.52,483.03499999999997,20,1
DJ-13510,49,8,2501.688,345.2520999999999,52,0
DJ-13630,13,3,3356.398,731.5643999999999,43,0
DK-12835,22,12,3256.48,881.1228,86,0
DK-12895,46,5,4282.176,937.6496,65,0
DK-12985,8,5,1687.04,-107.35379999999995,32,0
DK-13090,43,7,2650.557,536.3934999999999,33,0
DK-13150,11,2,797.832,249.9447,20,1
DK-13225,11,9,4802.394,209.89940000000016,70,0
DK-13375,20,8,3318.486,377.07989999999995,77,0
DL-12865,101,8,1503.112,322.2448999999999,51,0
DL-12925,58,6,3272.2,4.213200000000029,43,0
DL-13315,23,8,1458.258,288.8732,74,0
DL-13330,58,4,585.02,222.68120000000005,32,1
DL-13495,77,8,3539.322,-52.78800000000001,33,0
DM-12955,115,7,1322.034,108.75829999999999,28,0
DM-13015,58,7,6345.103,1677.3931,87,0
DM-13345,23,8,4074.4720000000007,1319.0585999999998,41,0
DM-13525,482,3,1376.792,199.76880000000003,33,1
DN-13690,218,7,2139.79,540.5405000000001,41,0
DO-13435,134,9,1300.0315,-38.90859999999995,48,0
DO-13645,27,7,1267.316,294.06759999999997,36,0
DP-13000,127,9,1050.636,241.45239999999995,58,0
DP-13105,7,8,2215.002,563.1761,63,0
DP-13165,813,2,1058.616,-40.937600000000074,20,1
DP-13390,359,9,5480.724,1571.8318,50,0
DR-12880,4,9,6528.034000000001,1641.8613,103,0
DR-12940,51,8,8350.868,2869.0759999999996,57,0
DS-13030,94,4,1762.213,193.33190000000002,54,0
DS-13180,24,9,2881.8128,163.69929999999994,68,0
DV-13045,20,5,1119.4830000000002,-427.184,28,0
DV-13465,30,6,3341.5870000000004,353.21269999999987,62,0
DW-13195,70,6,1080.751,-86.87379999999996,39,0
DW-13480,218,5,5271.628,1348.7555999999997,38,0
DW-13540,99,5,344.08000000000004,69.66720000000001,21,1
DW-13585,243,7,1204.854,-266.8966,44,0
Dl-13600,120,5,755.602,175.23879999999997,19,1
Dp-13240,85,11,7198.7609999999995,333.36479999999995,99,0
EA-14035,153,13,2846.705,-52.74060000000006,87,0
EB-13705,49,9,3644.978,13.62149999999992,55,0
EB-13750,36,10,3236.314,-80.28600000000006,91,0
EB-13840,91,5,4358.128,656.1988,41,0
EB-13870,101,10,2767.219,261.53149999999994,41,0
EB-13930,162,5,944.5999999999999,0.6042000000000307,24,1
EB-13975,1,4,1643.255,162.8780999999999,18,0
EB-14110,114,6,3071.126,184.76559999999995,30,0
EB-14170,83,6,1186.326,282.17010000000005,20,1
EC-14050,54,5,461.914,96.42559999999997,37,1
ED-13885,136,8,3484.92,670.4434999999997,54,0
EG-13900,23,5,1832.02,104.26559999999992,44,0
EH-13765,136,12,10310.880000000001,1393.5153999999995,120,0
EH-13945,218,8,684.171,53.53979999999997,72,0
EH-13990,406,6,825.95,150.3759,20,1
EH-14005,3,7,1219.53,-94.14079999999993,50,0
EH-14125,153,10,3082.6530000000002,96.27019999999993,76,0
EH-14185,106,6,923.884,242.11069999999998,22,1
EJ-13720,303,4,2162.174,387.01759999999996,31,1
EJ-14155,58,5,2656.6910000000003,451.87549999999993,31,0
EK-13795,45,4,1303.478,97.10660000000001,18,1
EL-13735,78,2,124.28,27.11539999999999,9,1
EM-13810,133,5,2567.01,-133.8275000000003,23,1
EM-13825,56,8,2339.598,682.5542,57,0
EM-13960,152,5,933.7040000000001,102.29600000000002,18,1
EM-14065,48,4,228.99,40.154599999999995,22,1
EM-14095,114,4,1041.0420000000001,240.23619999999994,34,1
EM-14140,49,6,4588.436,1319.3654999999999,74,0
EM-14200,159,3,366.822,21.772099999999963,13,1
EN-13780,288,4,2199.366,496.1130999999999,27,1
EP-13915,13,17,5478.0608,144.9577999999999,124,0
ER-13855,422,3,1245.7880000000002,-295.7398000000002,27,1
ES-14020,41,5,3510.458,1003.2935,31,0
ES-14080,29,9,4657.924,246.66609999999991,77,0
FA-14230,98,7,2984.054,520.5229,58,0
FC-14245,71,7,3418.742,1217.1662000000001,50,0
FC-14335,185,7,3889.366,714.2926,37,0
FG-14260,35,7,1383.144,394.73969999999997,48,0
FH-14275,38,10,4256.272,1073.2676,65,0
FH-14350,213,4,2271.284,706.289,52,0
FH-14365,6,8,6987.196000000001,2050.2825999999995,52,0
FM-14215,8,10,2456.638,249.68080000000006,48,0
FM-14290,37,9,3736.1979999999994,198.1094999999999,79,0
FM-14380,146,9,2523.266,191.4898,53,0
FO-14305,39,10,2678.438,215.59689999999978,60,0
FP-14320,24,8,4046.746,406.4472999999998,54,0
FW-14395,363,3,79.75,23.491300000000003,9,1
GA-14515,150,8,3919.7760000000003,840.8989999999998,48,0
GA-14725,6,11,1398.382,136.7079,79,0
GB-14530,63,11,1568.44,7.837099999999966,62,0
GB-14575,14,5,4716.288,1135.8392999999999,63,0
GD-14590,6,4,1888.07,230.93729999999988,25,0
GG-14650,44,9,2224.0,12.69849999999992,92,0
GH-14410,76,9,2819.467,-576.8335000000002,65,0
GH-14425,51,4,4172.8460000000005,1176.4180999999999,51,0
GH-14485,388,2,1361.2440000000004,-95.44980000000012,15,1
GH-14665,3,2,146.9408,-5.810199999999995,9,1
GK-14620,113,9,6497.27,1448.5525000000002,66,0
GM-14440,84,7,3582.8199999999997,347.2659999999999,43,0
GM-14455,17,6,3078.6240000000003,793.2814,54,0
GM-14500,107,10,1255.682,441.3184999999999,53,0
GM-14680,153,6,3163.628,35.48650000000001,31,0
GM-14695,118,3,6049.965999999999,188.72350000000003,44,0
GP-14740,766,2,236.53000000000003,31.837600000000002,21,1
GR-14560,1136,2,1284.38,359.83320000000003,23,1
GT-14635,57,3,9351.212,-4108.658899999999,26,1
GT-14710,37,11,11820.12,2163.4268999999995,106,0
GT-14755,35,4,226.436,-6.1392000000000255,23,1
GW-14605,29,7,2189.0190000000002,-268.54230000000007,43,0
GZ-14470,8,9,4355.150000000001,1087.7539,48,0
GZ-14545,158,4,2454.6220000000003,828.6610000000001,25,1
HA-14905,70,7,2163.3,270.85740000000004,45,0
HA-14920,21,8,2584.158,99.14449999999988,72,0
HD-14785,770,3,251.35999999999999,-135.8760000000001,31,1
HE-14800,13,4,883.532,274.40279999999996,44,0
HF-14995,22,7,2533.164,-13.876800000000088,70,0
HG-14845,55,5,785.628,147.0032,31,1
HG-14965,24,12,3247.6420000000003,-2797.9635000000007,68,0
HG-15025,7,7,3690.284,804.6112999999999,38,0
HH-15010,73,2,218.668,86.7342,20,1
HJ-14875,127,5,358.1,98.6548,21,1
HK-14890,152,8,4877.784,956.9451000000001,64,0
HL-15040,44,6,12873.297999999999,5622.4292000000005,50,0
HM-14860,3,10,8236.7648,2437.9836,76,0
HM-14980,248,4,736.276,117.27550000000002,29,1
HP-14815,31,7,1990.314,373.8636999999998,44,0
HR-14770,14,5,1299.288,185.5794,38,0
HR-14830,160,7,5248.787,1196.9504,51,0
HW-14935,118,8,9300.254,2164.1611,85,0
HZ-14950,36,5,886.52,-130.38789999999995,21,1
IG-15085,72,4,744.5740000000001,320.4982,19,1
IL-15100,143,7,5040.736,1121.9369999999997,60,0
IM-15055,410,3,2872.6300000000006,975.7701,19,1
IM-15070,391,7,4930.474,514.6527,93,0
JA-15970,93,8,6491.026000000001,-819.4217000000001,87,0
JB-15400,8,10,1791.605,156.05319999999983,43,0
JB-15925,738,3,900.5520000000001,-286.98080000000004,32,1
JB-16000,44,7,644.1188,126.76489999999997,32,0
JB-16045,8,5,2518.115,201.5185,32,0
JC-15340,115,4,71.263,-0.3555999999999999,12,1
JC-15385,176,1,1058.1080000000002,502.92440000000005,14,1
JC-15775,159,9,2772.0550000000003,279.5692000000001,64,0
JC-16105,58,5,858.576,201.59519999999995,43,0
JD-15790,118,5,2152.352,-266.5525,26,1
JD-15895,395,11,7610.8640000000005,1050.2667999999999,150,0
JD-16015,113,6,385.43000000000006,26.760499999999983,39,1
JD-16060,301,3,695.442,111.1141,17,1
JD-16150,42,8,8828.0305,1619.5198999999998,60,0
JE-15475,194,6,1388.682,276.21969999999993,49,0
JE-15610,49,7,7754.976,1623.4018999999998,74,0
JE-15715,47,10,8697.843,1262.2925999999993,97,0
JE-15745,52,13,6760.8150000000005,221.7967000000001,90,0
JE-16165,21,3,2697.248,789.6475999999999,34,0
JF-15190,66,7,2279.5860000000002,575.1259,72,0
JF-15295,226,5,955.124,97.28899999999994,42,1
JF-15355,106,6,1911.844,330.199,58,0
JF-15415,3,6,2371.448,635.6376,69,0
JF-15490,122,11,1082.9180000000001,-18.067299999999978,36,0
JF-15565,55,8,4198.332,1073.2087999999999,67,0
JG-15115,759,3,2358.676,684.1911,20,1
JG-15160,2,11,6366.392,1415.6663999999998,70,0
JG-15310,3,6,2240.58,3.7975999999999246,46,0
JG-15805,224,6,1507.018,206.10190000000003,46,0
JH-15430,6,4,309.281,-24.077099999999998,29,1
JH-15820,175,6,528.91,26.082199999999993,29,1
JH-15910,42,7,959.477,-13.554500000000054,35,0
JH-15985,30,6,7954.9980000000005,-644.6982000000005,64,0
JH-16180,405,4,2256.3940000000002,-96.95299999999999,28,1
JJ-15445,484,5,709.178,200.55579999999998,25,1
JJ-15760,754,2,195.0,34.449200000000005,11,1
JK-15205,62,5,4427.142,1219.9829999999997,67,0
JK-15325,288,3,383.812,55.32770000000001,15,1
JK-15370,45,8,2709.632,330.2837999999999,72,0
JK-15625,62,7,3760.028,750.9484999999999,44,0
JK-15640,181,9,4760.434,1172.5303000000001,41,0
JK-15730,85,10,4867.2,55.048299999999976,88,0
JK-16090,29,3,3747.668,586.6624999999998,43,0
JK-16120,118,10,2932.484,122.65659999999995,49,0
JL-15130,9,6,1214.956,-207.7956,42,0
JL-15175,7,5,1571.5230000000001,209.28169999999983,29,0
JL-15235,120,5,2203.7,54.517399999999846,39,0
JL-15505,50,6,3173.874,591.7163000000002,56,0
JL-15835,22,11,9799.923,228.9069999999995,143,0
JL-15850,615,6,2725.256,779.9046,38,0
JM-15250,38,6,3159.1220000000003,19.82349999999999,91,0
JM-15265,38,5,1804.146,502.61429999999996,52,0
JM-15535,103,7,1733.4430000000002,356.5395,46,0
JM-15580,1,5,303.94800000000004,113.12040000000002,26,0
JM-15655,9,5,864.947,117.20399999999995,41,0
JM-15865,110,7,7625.076000000001,1574.6164,50,0
JM-16195,58,10,2833.926,754.1143999999998,74,0
JO-15145,58,9,3254.949,581.4045000000001,59,0
JO-15280,93,6,1934.272,202.13619999999995,36,0
JO-15550,216,5,1090.8380000000002,167.67089999999996,42,1
JP-15460,38,7,1669.135,429.7465000000001,54,0
JP-15520,9,7,3635.594,757.1802,63,0
JP-16135,103,9,1707.71,309.7116,47,0
JR-15670,594,2,1156.6580000000001,-785.1645000000002,14,1
JR-15700,69,1,863.8799999999999,107.98499999999996,3,1
JR-16210,34,5,2201.686,452.37299999999993,41,0
JS-15595,120,4,1417.654,-175.54899999999995,35,1
JS-15685,43,4,1131.064,-54.869200000000085,42,0
JS-15880,535,5,3868.02,564.9798,43,0
JS-15940,464,5,469.16900000000004,-327.93359999999996,37,1
JS-16030,29,6,2516.494,-311.2575,70,0
JW-15220,43,6,7721.714,2173.7093999999997,66,0
JW-15955,6,7,1244.086,-29.575900000000033,41,0
JW-16075,462,4,1428.731,154.06369999999993,38,1
KA-16525,37,7,1519.506,234.9194,57,0
KB-16240,5,7,3152.6150000000002,763.9075999999999,34,0
KB-16315,297,9,1569.4640000000002,49.71929999999991,62,0
KB-16405,118,3,908.821,274.29699999999997,25,1
KB-16585,231,12,2744.742,579.3551,102,0
KB-16600,2,7,983.9219999999999,293.55240000000003,29,0
KC-16255,408,6,2120.954,846.1217,40,0
KC-16540,98,4,3908.262,709.4218999999996,28,0
KC-16675,58,4,1146.05,156.7797,40,1
KD-16270,485,5,8282.358,1107.6951999999994,64,0
KD-16345,42,6,1888.964,328.5942,36,0
KD-16495,113,12,8181.256,3038.6254,84,0
KD-16615,290,5,2243.51,539.7219,56,0
KE-16420,27,8,1686.7312,397.87989999999996,67,0
KF-16285,98,7,10604.266000000001,1660.1386,67,0
KH-16330,41,8,3312.864,454.78709999999984,70,0
KH-16360,2,6,3100.612,528.2051,40,0
KH-16510,23,7,5952.859,656.1161999999999,91,0
KH-16630,59,9,3918.9660000000003,727.3785999999999,84,0
KH-16690,3,7,5990.799000000001,1227.5091000000002,69,0
KL-16555,17,8,5016.488,-182.7813000000001,84,0
KL-16645,48,12,14175.229000000001,806.8549999999996,113,0
KM-16225,15,6,2260.958,635.1057,72,0
KM-16375,57,8,5620.186,973.7902,69,0
KM-16660,16,5,453.538,91.1391,30,1
KM-16720,29,8,4909.472000000001,745.7684999999997,98,0
KN-16390,20,9,2617.272,-151.15179999999992,56,0
KN-16450,53,5,2171.962,114.3082999999999,49,0
KN-16705,99,8,2280.58,329.76250000000005,55,0
KS-16300,296,3,88.47200000000001,0.1109999999999971,10,1
KT-16465,392,7,3057.0999999999995,254.00319999999982,45,0
KT-16480,101,10,4642.0884,194.06709999999998,37,0
KW-16435,97,5,4416.5199999999995,1756.1349999999993,42,0
KW-16570,772,4,449.096,107.92699999999999,22,1
LA-16780,155,11,8673.222,2059.1199,105,0
LB-16735,49,3,50.188,18.6507,12,1
LB-16795,153,8,4985.676,-52.19100000000021,76,0
LC-16870,28,8,2580.7039999999997,-188.2511,113,0
LC-16885,17,12,7663.126,1288.3468999999998,93,0
LC-16930,42,8,4492.946,288.26600000000025,52,0
LC-16960,437,4,3246.626,299.4802000000001,30,1
LC-17050,55,5,2095.064,86.77799999999998,43,0
LC-17140,14,9,2633.582,231.12519999999998,62,0
LD-16855,553,1,5.304,0.4640999999999999,3,1
LD-17005,415,4,1961.934,557.1714000000001,25,1
LE-16810,22,6,1469.45,161.7649,32,0
LF-17185,23,7,3930.508999999999,-3583.977000000001,69,0
LH-16750,152,3,287.426,12.627700000000017,12,1
LH-16900,22,9,2295.332,526.0726999999999,64,0
LH-17020,240,4,318.239,-242.73989999999998,34,1
LH-17155,386,9,1739.689,316.52019999999993,44,0
LL-16840,250,6,2741.2039999999997,560.0077999999999,50,0
LM-17065,392,5,1346.7740000000001,-44.878,32,1
LO-17170,3,5,644.35,150.1712,34,0
LP-17080,41,4,756.6059999999999,110.78129999999999,39,1
LP-17095,10,7,3653.399,338.44539999999984,52,0
LR-16915,27,6,5142.892,535.4763999999998,64,0
LR-17035,133,5,1879.306,-382.80790000000025,44,0
LS-16945,179,6,2845.2700000000004,-318.7737000000002,51,0
LS-16975,21,9,2988.674,262.63669999999996,63,0
LS-17200,97,6,1010.2560000000001,244.19699999999997,54,0
LS-17230,778,3,368.88000000000005,39.195199999999986,16,1
LS-17245,35,6,1008.1360000000001,348.3584,47,0
LT-16765,27,3,329.876,59.036,8,1
LT-17110,35,8,2936.252,320.9729999999999,63,0
LW-16825,89,5,2238.061,32.576699999999924,50,0
LW-16990,34,6,3230.308,662.8339,38,0
LW-17125,206,3,1259.04,192.63119999999998,15,1
LW-17215,22,7,5420.514,837.2411000000002,59,0
MA-17560,65,11,4299.161,1240.2266,117,0
MA-17995,187,6,2453.284,280.7822,42,0
MB-17305,49,10,1548.702,212.42499999999998,63,0
MB-18085,45,7,1428.2310000000002,117.80569999999997,39,0
MC-17275,77,8,2725.982,461.0013999999998,54,0
MC-17425,400,5,4432.138,1802.3903,48,0
MC-17575,28,8,1303.893,210.74929999999992,40,0
MC-17590,52,6,2426.0669999999996,288.9841000000001,47,0
MC-17605,113,8,2258.192,195.44859999999989,60,0
MC-17635,190,4,795.154,-247.94350000000014,33,1
MC-17845,2,7,3805.714,698.4173999999998,45,0
MC-18100,42,10,2218.98,-64.16680000000008,73,0
MC-18130,370,5,1581.9979999999998,121.75650000000007,34,1
MD-17350,118,7,3766.382,-241.94999999999993,64,0
MD-17860,37,5,1204.91,-4.040300000000052,45,0
ME-17320,43,10,10663.728000000001,1859.4694999999997,82,0
ME-17725,29,8,1908.4532,77.81280000000001,46,0
ME-18010,93,4,1256.9440000000002,107.3604,15,1
MF-17665,422,5,937.0390000000002,-341.5265000000002,36,1
MF-18250,8,5,1758.3,456.8607999999999,38,0
MG-17650,30,7,3785.276,341.8979999999999,57,0
MG-17680,93,4,2350.188,25.8886,25,1
MG-17695,556,3,1342.2820000000002,-398.7932000000001,23,1
MG-17875,117,5,1242.833,-470.7684000000002,23,1
